name_id,name_en
"tempat untuk roti","bread cases"
"alas pengering piring","dish drying mat"
"Tutup botol galon air",-
"kotak makan siang dari kertas","paper lunch box"
"wadah rumah tangga untuk menyimpan makanan hewan","household containers for storing pet food"
"wadah rumah tangga, bukan dari logam mulia","household containers, not of precious metal"
"wadah kaca rumah tangga","household containers of glass"
"wadah plastik rumah tangga untuk menyimpan produk-produk kesehatan wanita","household containers of plastic for storing feminine hygiene products"
"wadah rumah tangga dari logam mulia","household containers of precious metal"
"sarung tangan rumah tangga untuk keperluan pembersihan","household gloves for cleaning purposes"
"sarung tangan rumah tangga untuk penggunaan umum","household gloves for general use"
"Wadah untuk keperluan rumah tangga, dapur dan memasak","household, kitchen and cooking containers"
"peralatan dan wadah rumah tangga atau dapur","household or kitchen utensils and containers"
"peralatan rumah tangga, bukan dari logam mulia","household utensils, not of precious metal"
"peralatan rumah tangga dari logam mulia","household utensils of precious metal"
"paket hidrasi yang terdiri dari reservoir fluida dan tabung pengiriman","hydration packs comprising a fluid reservoir and a delivery tube"
"wadah penanam hidroponik untuk keperluan rumah tangga","hydroponic growing containers for household purposes"
"pot tanaman hidroponik untuk berkebun di rumah","hydroponic plant pots for home gardening"
"pembuat es krim, selain pendingin sendiri","ice-cream makers, other than self-refrigerating"
"penghancur es, non-listrik","ice crushers, non-electric"
"cetakan es batu","ice cube molds"
"cetakan es batu untuk lemari es","ice cube molds for refrigerators"
"penjepit es","ice tongs"
"jarum suntik icing","icing syringes"
"habitat semut dalam ruangan","indoor ant habitats"
"vivarium semut dalam ruangan","indoor ant vivariums"
"akuarium dalam ruangan","indoor aquaria"
"sapu dalam ruangan","indoor brooms"
"habitat serangga dalam ruangan","indoor insect habitats"
"terraria dalam ruangan","indoor terraria"
"terarium dalam ruangan untuk hewan atau serangga","indoor terrariums for animals or insects"
"terarium dalam ruangan untuk serangga","indoor terrariums for insects"
"terarium dalam ruangan [vivarium]","indoor terrariums [vivariums]"
"vivarium dalam ruangan","indoor vivariums"
"bak mandi tiup untuk bayi","inflatable bath tubs for babies"
"injector untuk keperluan kuliner","injectors for culinary purposes"
"perangkap serangga","insect traps"
"tas terisolasi untuk makanan atau minuman, untuk keperluan rumah tangga","insulated bags for food or beverages, for household purposes"
"wadah minuman terisolasi dengan chip cerdas bawaan untuk pembayaran tanpa uang tunai","insulated beverage containers with built-in smart chips for cashless payments"
"wadah minuman berinsulasi dengan chip cerdas bawaan untuk pembayaran tanpa kontak","insulated beverage containers with built-in smart chips for contactless payments"
"wadah terisolasi untuk kaleng minuman, untuk keperluan rumah tangga","insulated containers for beverage cans, for household purposes"
"wadah terisolasi untuk makanan atau minuman, untuk keperluan rumah tangga","insulated containers for food or beverages, for household purposes"
"labu terisolasi untuk keperluan rumah tangga","insulated flasks for household purposes"
"Dudukan wadah botol kecil, bukan dari logam mulia, tempat minyak dan cuka","cruet stands, not of precious metal, for oil or vinegar"
"Dudukan wadah botol kecil dari logam mulia","cruet stands of precious metal"
"singkatan kejam dari logam mulia, untuk minyak atau cuka","cruet stands of precious metal, for oil or vinegar"
"sikat remah","crumb brushes"
"penyapu remah","crumb sweepers"
"nampan remah","crumb trays"
"penghancur untuk penggunaan dapur, non-listrik","crushers for kitchen use, non-electric"
"penghancur, non-listrik, untuk keperluan rumah tangga","crushers, non-electric, for household purposes"
"patung kristal","crystal busts"
"patung-patung kristal","crystal figurines"
"kristal [gelas]","crystal [glassware]"
"ornamen kristal","crystal ornaments"
"patung kristal","crystal statues"
"cupcake kue cangkir","cupcake baking cups"
"cetakan cupcake","cupcake molds"
"gelas, bukan dari logam mulia","cups, not of precious metal"
"gelas kertas atau plastik","cups of paper or plastic"
"cangkir logam mulia","cups of precious metal"
currycombs,currycombs
talenan,"cutting boards"
"talenan untuk dapur","cutting boards for the kitchen"
"Panci panekuk Denmark","Danish pancake pans"
decanters,decanters
"dudukan botol","decanter stands"
"tag decanter","decanter tags"
"dekorasi porselen untuk kue","decorations of porcelain for cakes"
"kotak kaca dekoratif","decorative boxes of glass"
"ubin keramik dekoratif, tidak untuk digunakan sebagai bahan bangunan","decorative ceramic tiles, not for use as building materials"
"prisma kristal dekoratif","decorative crystal prisms"
"botol kaca dekoratif","decorative glass bottles"
"kaca dekoratif, bukan untuk bangunan","decorative glass, not for building"
"benda-benda dekoratif [ornamen] terbuat dari china","decorative objects [ornaments] made of china"
"benda-benda dekoratif [ornamen] terbuat dari tembikar","decorative objects [ornaments] made of earthenware"
"benda-benda dekoratif [ornamen] terbuat dari porselen","decorative objects [ornaments] made of porcelain"
"benda-benda dekoratif [ornamen] terbuat dari terra-cotta","decorative objects [ornaments] made of terra-cotta"
"botol pasir dekoratif","decorative sand bottles"
"kaca patri dekoratif","decorative stained glass"
"penggorengan dalam, non-listrik","deep fryers, non-electric"
demijohns,demijohns
"set demitasse terdiri dari cangkir dan piring","demitasse sets comprised of cups and saucers"
"jari-jari gigi","dental fingerstalls"
"kios jari gigi","dental finger-stalls"
"dispenser benang gigi","dental floss dispensers"
"benang gigi","dental flossers"
"kubah penutup makanan terisolasi","insulated food cover domes"
"stoples terisolasi","insulated jars"
"tutup terisolasi untuk piring dan piring","insulated lids for plates and dishes"
"tas makan siang terisolasi","insulated lunch bags"
"tas makan siang terisolasi dari tekstil","insulated lunch bags of textile"
"mug terisolasi","insulated mugs"
"mug perjalanan terisolasi","insulated travel mugs"
"pick gigi untuk penggunaan pribadi","dental picks for personal use"
"tongkat gigi untuk penggunaan pribadi","dental sticks for personal use"
"mandi gigitiruan","denture baths"
"sikat gigitiruan","denture brushes"
"alat penghilang bau untuk penggunaan pribadi","deodorizing apparatus for personal use"
"piring makanan penutup","dessert plates"
"ember popok","diaper pails"
"serbet untuk mencuci piring","dishcloths for washing dishes"
"penutup hidangan","dish covers"
"rak pengeringan piring","dish drying racks"
piring,dishes
"piring untuk digunakan dalam oven microwave","dishes for use in microwave ovens"
"piring, bukan dari logam mulia","dishes, not of precious metal"
"piring dari logam mulia","dishes of precious metal"
"peralatan makan",dishware
"botol isolasi","insulating flasks"
"lengan isolasi untuk memegang kaleng minuman","insulating sleeves for holding beverage cans"
"lengan isolasi untuk memegang gelas minuman","insulating sleeves for holding beverage cups"
"lengan isolasi untuk memegang botol","insulating sleeves for holding bottles"
"pembersih interdental","interdental cleaners"
"penutup papan setrika, berbentuk","ironing board covers, shaped"
"papan setrika","ironing boards"
"kain setrika","ironing cloths"
"tas isotermik","isothermic bags"
"pencakar gatal","itch scratchers"
"pembuka botol","jar openers"
"guci untuk penggunaan rumah tangga","jars for household use"
"toples untuk selai dan jeli","jars for jams and jellies"
"guci untuk memperlakukan hewan peliharaan","jars for pet treats"
"jubako [Sarang kotak makanan Jepang]","jubako [Japanese nests of food boxes]"
"tempat kotak jus","juice box holders made of plastic"
"Juicer, non-listrik","juicers, non-electric"
"pemeras jus","juice squeezers"
"pemeras jus, non-listrik","juice squeezers, non-electric"
"ceret, non-listrik","kettles, non-electric"
"wadah dapur untuk pasta","kitchen containers for pasta"
"wadah dapur untuk nasi","kitchen containers for rice"
"wadah dapur, bukan dari logam mulia","kitchen containers, not of precious metal"
"wadah dapur dari logam mulia","kitchen containers of precious metal"
"alat penggiling, non-listrik","kitchen grinders, non-electric"
"mixer dapur, non-listrik","kitchen mixers, non-electric"
"spons dapur","kitchen sponges"
"wadah peralatan dapur","kitchen utensil crocks"
"peralatan dapur","kitchen utensils"
"peralatan dapur, bukan dari logam mulia","kitchen utensils, not of precious metal"
"blok pisau","knife blocks"
talenan,"knife boards"
"Penopang pisau","knife rests"
"Penopang Pisau di meja","knife rests for the table"
"kyusu [teko gaya Jepang]","kyusu [Japanese-style teapots]"
"Kyusu [teko gaya Jepang], bukan dari logam mulia","kyusu [Japanese-style teapots], not of precious metal"
"kyusu [teko gaya Jepang] dari logam mulia","kyusu [Japanese-style teapots] of precious metal"
"sendok untuk menyajikan anggur","ladles for serving wine"
"kaca datar laminasi, bukan untuk bangunan","laminated flat glass, not for building"
"sikat kaca lampu","lamp-glass brushes"
"sisir bergigi besar untuk rambut","large-toothed combs for the hair"
"sarung tangan lateks untuk keperluan rumah tangga","latex gloves for household purposes"
"bola cucian [peralatan rumah tangga]","laundry balls [household utensils]"
"tempat cuci untuk keperluan rumah tangga","laundry bins for household purposes"
"keranjang cucian untuk keperluan rumah tangga","laundry hampers for household purposes"
"penyortir binatu untuk keperluan rumah tangga","laundry sorters for household purposes"
"meja putar untuk menghidangkan makanan","lazy susans"
"pemeras lemon","lemon squeezers"
"tutup plastik untuk pot tanaman","lids of plastic for plant pots"
"liner disesuaikan untuk kotak kotoran hewan peliharaan","liners adapted for pet litter boxes"
"sikat untuk hewan peliharaan","brushes for pets"
"sikat untuk pipa","brushes for pipes"
"kuas untuk digunakan dalam pewarnaan rambut","brushes for use in hair tinting"
"sikat untuk digunakan pada kulit pohon","brushes for use on tree bark"
"sikat untuk waxing ski dan papan seluncur","brushes for waxing skis and snowboards"
ember,buckets
"ember yang dilengkapi alat pemeras pel","buckets incorporating mop wringers"
"ember yang terbuat dari kain tenun","buckets made of woven fabrics"
"bola lampu baster","bulb basters"
"patung-patung porselen, terakota atau kaca","busts of china, terra-cotta or glass"
"patung kristal, porselen, keramik, terra cotta, gerabah, gelas atau porselen","busts of crystal, china, ceramic, terra cotta, earthenware, glass or porcelain"
"patung porselen, keramik, gerabah, terra-cotta atau kaca","busts of porcelain, ceramic, earthenware, terra-cotta or glass"
"patung terra-cotta","busts of terra-cotta"
"selai mentega","butter cloches"
"selai mentega","butter crocks"
"penutup piring mentega","butter-dish covers"
"piring mentega","butter dishes"
"panci mentega","butter pans"
"kancing kait",buttonhooks
"kait tombol","button hooks"
"kabaret [nampan]","cabarets [trays]"
"kabaret [nampan], bukan dari logam mulia","cabarets [trays], not of precious metal"
cachepots,cachepots
"kandang untuk mengumpulkan serangga","cages for collecting insects"
"Tatakan Kue","cake bases"
"kotak kue plastik untuk keperluan rumah tangga","cake boxes of plastic for household purposes"
"tips dan tabung dekorasi kue","cake decorating tips and tubes"
"kubah kue","cake domes"
"cetakan kue","cake moulds"
"piring kue","cake plates"
"cincin kue","cake rings"
"server kue","cake servers"
"tempat kue","cake stands"
"kue toppers dari cina","cake toppers of china"
"kue toppers kristal","cake toppers of crystal"
"kue topen dari tembikar","cake toppers of earthenware"
"bagian atas kue dari kaca","cake toppers of glass"
"cake toppers terra cotta","cake toppers of terra cotta"
"candelabra [kandil]","candelabra [candlesticks]"
"candelabra [kandil], bukan dari logam mulia","candelabra [candlesticks], not of precious metal"
"candelabra [kandil] dari logam mulia","candelabra [candlesticks] of precious metal"
"tempat lilin, bukan listrik, bukan dari logam mulia","candelabra, non-electric, not of precious metal"
"tempat lilin, bukan listrik, dari logam mulia","candelabra, non-electric, of precious metal"
"alat pemadam lilin, bukan dari logam mulia","candle extinguishers, not of precious metal"
"stoples lilin [pemegang]","candle jars [holders]"
"cincin lilin, bukan dari logam mulia","candle rings, not of precious metal"
"cincin lilin dari logam mulia","candle rings of precious metal"
"kotak permen, bukan dari logam mulia","candy boxes, not of precious metal"
"kotak permen dari logam mulia","candy boxes of precious metal"
"hidangan permen","candy dishes"
"set wadah bulat atau silinder","canister sets"
"bisa tab penarik","can tab pullers"
"kantin [labu]","canteens [flasks]"
"pengocok karpet menjadi instrumen tangan","carpet beaters being hand instruments"
"mangkuk jari","finger bowls"
"dipan jari untuk membersihkan rongga mulut, langit-langit mulut, gigi atau protesa gigi","finger cots for cleaning the oral cavity, the palate, the teeth or dental prostheses"
"dipan jari untuk perawatan gigi atau mulut","finger cots for dental or oral care"
"penutup jari untuk membersihkan rongga mulut, langit-langit mulut, gigi atau protesa gigi","fingerstalls for cleaning the oral cavity, the palate, the teeth or dental prostheses"
"ujung jari untuk perawatan gigi atau mulut","fingerstalls for dental or oral care"
"kios jari untuk perawatan gigi atau mulut","finger-stalls for dental or oral care"
"sikat perapian","fireplace brushes"
"pemburu ikan","fish poachers"
"sendok ikan untuk keperluan rumah tangga","fish scoops for household purposes"
"irisan ikan [peralatan memasak]","fish slices [cooking utensils]"
"pas liner untuk ember es","fitted liners for ice buckets"
"tas toilet terpasang","fitted toilet bags"
"penutup wadah tempat sampah","fitted trash receptacle covers"
"dudukan besi datar","flat-iron stands"
"tusuk gigi rasa","flavored toothpicks"
"sikat lantai","floor brushes"
"aplikator lantai yang bisa dipasang pada gagang pel","floor polish applicators mountable on a mop handle"
"vas lantai","floor vases"
"lantai vas dari tanah liat","floor vases of fired clay"
"aplikator lilin lantai dapat dipasang pada gagang pel","floor wax applicators mountable on a mop handle"
"piring yang aman untuk dicuci","dishwasher-safe dishes"
"sikat pencuci piring","dishwashing brushes"
"sarung tangan pencuci piring","dishwashing gloves"
"dispenser untuk tisu selulosa, untuk keperluan rumah tangga","dispensers for cellulose wipes, for household purposes"
"dispenser untuk persiapan pembersihan","dispensers for cleaning preparations"
"dispenser untuk tisu wajah","dispensers for facial tissues"
"dispenser untuk sabun cair","dispensers for liquid soap"
"mangkuk sekali pakai","disposable bowls"
"sarung tangan sekali pakai untuk keperluan rumah tangga","disposable gloves for household purposes"
"sarung tangan karet sekali pakai untuk keperluan rumah tangga","disposable latex gloves for household purposes"
"tutup sekali pakai untuk wadah rumah tangga","disposable lids for household containers"
"sarung tangan nitril sekali pakai untuk keperluan rumah tangga","disposable nitrile gloves for household purposes"
"bakeware karton sekali pakai","disposable paperboard bakeware"
"sarung tangan plastik sekali pakai untuk keperluan rumah tangga","disposable plastic gloves for household purposes"
"sendok saji sekali pakai","disposable serving spoons"
"pengaduk plastik sekali pakai untuk minuman","disposable stirrers of plastics for beverages"
"piring meja sekali pakai","disposable table plates"
"sendok makanan anjing untuk keperluan rumah tangga","dog food scoops for household purposes"
"sarung tangan perawatan anjing","dog grooming gloves"
"boiler ganda","double boilers"
"cangkir dinding ganda","double wall cups"
"cangkir dinding ganda dengan tutup","double wall cups with lids"
"minum coaster, bukan dari kertas atau tekstil","drink coasters, not of paper or textile"
"minum coaster, selain dari kertas atau tekstil","drink coasters, other than of paper or textile"
"botol minum untuk olahraga","drinking bottles for sports"
"minum gelas, bukan dari logam mulia","drinking cups, not of precious metal"
"minum gelas dari logam mulia","drinking cups of precious metal"
"gelas minum","drinking glasses"
"minum stein","drinking steins"
"pemegang sedotan","drinking straw holders"
"sedotan untuk minum","drinking straws"
"minum palung","drinking troughs"
"minum palung untuk hewan","drinking troughs for animals"
"minum palung untuk ternak","drinking troughs for cattle"
"minum palung untuk babi","drinking troughs for pigs"
"benang untuk keperluan gigi","floss for dental purposes"
"sendok tepung untuk keperluan rumah tangga","flour scoops for household purposes"
"pengayak tepung","flour sifters"
"nampan budidaya bunga dan tanaman","flower and plant cultivation trays"
"keranjang bunga","flower baskets"
"mangkuk bunga","flower bowls"
"mangkuk bunga, bukan dari logam mulia","flower bowls, not of precious metal"
"pemegang bunga","flower holders"
"pot bunga","flower pot holders"
"pot bunga","flower pots"
"pot bunga porselen","flower pots of porcelain"
"jarum suntik bunga","flower syringes"
"vas bunga","flower vases"
"vas bunga, bukan dari logam mulia","flower vases, not of precious metal"
"vas bunga dari logam mulia","flower vases of precious metal"
"pemukul lalat","fly swatters"
"pemisah kaki busa untuk digunakan dalam pedikur","foam toe separators for use in pedicures"
"pemotong fondant","fondant cutters"
"pot fondue, non-listrik","fondue pots, non-electric"
"fondues [peralatan memasak], non-listrik","fondues [cooking apparatus], non-electric"
"pembuat makanan","food basters"
"blender makanan, non-listrik","food blenders, non-electric"
"blender makanan non-listrik, untuk keperluan rumah tangga","food blenders non-electric, for household purposes"
"wadah makanan untuk burung","food containers for birds"
"wadah makanan untuk hewan peliharaan","food containers for pet animals"
"wadah makanan dari foil","food containers of foil"
"kubah makanan","food domes"
"penggiling makanan, dioperasikan dengan tangan","food grinders, hand-operated"
"mashers makanan","food mashers"
"mixer makanan, non-listrik","food mixers, non-electric"
"mixer makanan, non-listrik, untuk keperluan rumah tangga","food mixers, non-electric, for household purposes"
"kapal uap makanan, non-listrik","food steamers, non-electric"
"toples penyimpanan makanan","food storage jars"
"pengocok karpet [instrumen tangan]","carpet beaters [hand instruments]"
"pengocok karpet, bukan mesin","carpet beaters, not being machines"
"karpet garu","carpet rakes"
"penyapu karpet","carpet sweepers"
"penyapu karpet, non-listrik","carpet sweepers, non-electric"
"garpu ukiran","carving forks"
"sarung tangan cuci mobil","car washing mitts"
"casserole [piring]","casseroles [dishes]"
"sarung tangan grooming kucing","cat grooming gloves"
"kotak kotoran kucing","cat litter boxes"
kuali,cauldrons
"pendingin kaviar [piring]","caviar coolers [dishes]"
"mangkuk keramik","ceramic bowls"
"patung keramik","ceramic busts"
"patung-patung keramik","ceramic figurines"
"manik-manik penggiling keramik untuk digunakan dalam penggilingan basah","ceramic grinding beads for use in wet milling"
"mug keramik","ceramic mugs"
"ornamen keramik","ceramic ornaments"
"piring keramik [peralatan makan]","ceramic plates [tableware]"
"pot keramik","ceramic pots"
"patung keramik","ceramic sculptures"
"keramik untuk keperluan rumah tangga","ceramics for household purposes"
"peralatan makan keramik","ceramic tableware"
"vas keramik","ceramic vases"
"bejana keramik","ceramic vessels"
piala,chalices
"piala, bukan dari logam mulia","chalices, not of precious metal"
"piala logam mulia","chalices of precious metal"
pispot,"chamber pots"
"ember sampanye","champagne buckets"
"gelas sampanye","champagne coupes"
"seruling sampanye","champagne flutes"
"pengisi daya [alat makan]","chargers [dinnerware]"
"chawan [mangkuk nasi Jepang]","chawan [Japanese rice bowls]"
"chawan [mangkuk nasi Jepang], bukan dari logam mulia","chawan [Japanese rice bowls], not of precious metal"
"chawan [mangkuk nasi Jepang] dari logam mulia","chawan [Japanese rice bowls] of precious metal"
"papan keju","cheese boards"
"tas kain tipis untuk digunakan dalam memasak","cheesecloth bags for use in cooking"
"penutup keju-piring","cheese-dish covers"
"kubah keju","cheese domes"
"parut keju","cheese graters"
"patung Cina","china busts"
"mug cina","china mugs"
"ornamen cina","china ornaments"
"patung cina","china statues"
"Mandarin [saringan]","chinois [strainers]"
"cetakan coklat","chocolate molds"
"kasing sumpit","chopstick cases"
"alat untuk sandaran sumpit","chopstick rests"
"Siboria, bukan dari logam mulia","ciboria, not of precious metal"
"Siboria dari logam mulia","ciboria of precious metal"
"sinder cinder [peralatan rumah tangga]","cinder sifters [household utensils]"
"pemeras jeruk","citrus squeezers"
"kain pembersih untuk kamar bersih","cleaning cloths for clean rooms"
"membersihkan kapas","cleaning cotton"
"membersihkan spons","cleaning sponges"
"membersihkan swab untuk keperluan rumah tangga","cleaning swabs for household purposes"
"derek pembersih","cleaning tow"
"penutupan untuk tutup pot","closures for pot lids"
"gantungan baju pengeringan","clothes drying hangers"
"baki kompos untuk keperluan rumah tangga","compostable trays for domestic purposes"
"tas dekorasi manisan [tas kue]","confectioners' decorating bags [pastry bags]"
"cetakan manisan","confectioners' molds"
"tutup wadah dibuat untuk keperluan rumah tangga atau dapur","container lids made for household or kitchen use"
"wadah untuk es, untuk keperluan rumah tangga","containers for ice, for household purposes"
"wadah, bukan dari logam mulia, untuk keperluan rumah tangga atau dapur","containers, not of precious metal, for household or kitchen use"
"wadah dari logam mulia untuk keperluan rumah tangga atau dapur","containers of precious metal for household or kitchen use"
"cetakan masakan","cookery moulds"
"pemotong cookie [biskuit]","cookie [biscuit] cutters"
"stoples kue","cookie jars"
"cetakan kue","cookie molds"
"penekan cookie","cookie presses"
"lembar kue","cookie sheets"
"perangko kue","cookie stamps"
"garpu memasak","cooking forks"
"panci masak","cooking pans"
"panci masak, non-listrik","cooking pans, non-electric"
panci,"cooking pots"
"panci dan wajan masak, non-listrik","cooking pots and pans, non-electric"
"set panci masak","cooking pot sets"
"panci masak, non-listrik","cooking pots, non-electric"
"tusuk sate memasak","cooking skewers"
"tusuk sate masak, bukan dari logam","cooking skewers, not of metal"
"tusuk sate memasak dari logam","cooking skewers of metal"
"peralatan memasak, non-listrik","cooking utensils, non-electric"
"peralatan masak dan peralatan makan, kecuali garpu, pisau, dan sendok","cookware and tableware, except forks, knives and spoons"
"peralatan masak untuk digunakan dalam oven microwave","cookware for use in microwave ovens"
"peralatan masak [panci dan wajan]","cookware [pots and pans]"
"pendingin [ember es]","coolers [ice pails]"
"rak pendingin untuk barang yang dipanggang","cooling racks for baked goods"
"kacamata ramah","cordial glasses"
"pembuka botol",corkscrews
"pembuka botol, listrik","corkscrews, electric"
"pembuka botol, listrik dan non-listrik","corkscrews, electric and non-electric"
"pembuka botol, non-listrik","corkscrews, non-electric"
"pemegang jagung","corn holders"
"peralatan kosmetik dan toilet","cosmetic and toilet utensils"
"perangkat pembersih wajah kosmetik","cosmetic facial cleansing devices"
"spatula kosmetik","cosmetic spatulas"
"peralatan kosmetik","cosmetic utensils"
"dispenser bola kapas","cotton ball dispensers"
"stoples bola kapas","cotton ball jars"
"limbah kapas untuk dibersihkan","cotton waste for cleaning"
"pemegang meja untuk handuk kertas","countertop holders for paper towels"
"kudeta [mangkuk]","coupes [bowls]"
"pot memasak couscous, non-listrik","couscous cooking pots, non-electric"
"penutup, bukan dari kertas, untuk pot bunga","covers, not of paper, for flower pots"
"kerupuk kepiting","crab crackers"
"set krim dan gula","cream and sugar sets"
"panci pancake","crêpe pans"
"salib dari porselen, keramik, gerabah, terra-cotta atau kaca, selain perhiasan","crucifixes of porcelain, ceramic, earthenware, terra-cotta or glass, other than jewelry"
"Botol kecil / botol cuka",cruets
"set minyak dan cuka yang kejam, kosong","cruet sets for oil and vinegar, empty"
"Wadah botol kecil, bukan dari logam mulia","cruets, not of precious metal"
"Wadah botol kecil","cruet stands"
"Dudukan wadah botol kecil tempat minyak dan cuka","cruet stands for oil and vinegar"
"gantungan baju pengeringan yang dirancang khusus untuk pakaian khusus","clothes drying hangers specially designed for specialty clothing"
"rak pengeringan baju","clothes drying racks"
"pasak pakaian",clothes-pegs
"Kain untuk membersihkan lantai","cloth for washing floors"
"tandu pakaian","clothing stretchers"
"kain untuk membersihkan","cloths for cleaning"
"kain untuk membersihkan botol bayi","cloths for cleaning baby bottles"
"kain untuk membersihkan lensa kamera","cloths for cleaning camera lenses"
"kain untuk membersihkan senjata","cloths for cleaning guns"
"kain untuk membersihkan konektor serat optik","cloths for cleaning optical fiber connectors"
"kain untuk membersihkan kacamata","cloths for cleaning spectacles"
"kain untuk memoles sepatu","cloths for polishing shoes"
"ember batubara","coal buckets"
"ember batubara untuk keperluan rumah tangga","coal buckets for household purposes"
"tatakan gelas, bukan dari kertas atau tekstil","coasters, not of paper or textile"
"tatakan gelas dari bambu","coasters of bamboo"
"coaster dari logam biasa","coasters of common metal"
"coaster gabus","coasters of cork"
"coaster kulit","coasters of leather"
"tatakan gelas dari logam","coasters of metal"
"coaster plastik bukan pengganti tekstil","coasters of plastic not being a textile substitute"
"tatakan gelas karet","coasters of rubber"
"gelas koktail","cocktail glasses"
"pilihan koktail","cocktail picks"
"pengocok koktail","cocktail shakers"
"tongkat koktail","cocktail sticks"
"pengaduk koktail","cocktail stirrers"
"penyaring kopi, non-listrik","coffee filters, non-electric"
"penyaring kopi, bukan dari kertas, menjadi bagian dari pembuat kopi non-listrik","coffee filters, not of paper, being part of non-electric coffee makers"
"gelas kopi","coffee glasses"
"penggiling kopi, non-listrik","coffee grinders, non-electric"
"cangkir kopi","coffee mugs"
"perkolator kopi, non-listrik","coffee percolators, non-electric"
"teko kopi, non-listrik","coffeepots, non-electric"
"teko kopi, non-listrik, bukan dari logam mulia","coffeepots, non-electric, not of precious metal"
"teko kopi, non-listrik, dari logam mulia","coffeepots, non-electric, of precious metal"
"berdiri teko kopi","coffee pot stands"
"server kopi, non-listrik","coffee servers, non-electric"
"server kopi, non-listrik, bukan dari logam mulia","coffee servers, non-electric, not of precious metal"
"server kopi, non-listrik, dari logam mulia","coffee servers, non-electric, of precious metal"
"layanan kopi dari logam mulia","coffee services of precious metal"
"layanan kopi [peralatan makan]","coffee services [tableware]"
"pengaduk kopi","coffee stirrers"
"mug perjalanan kopi","coffee travel mugs"
"guci kopi, non-listrik","coffee urns, non-electric"
"bank koin","coin banks"
"gelas collins","collins glasses"
"kaca lembaran berwarna, bukan untuk bangunan","colored sheet glass, not for building"
"wadah sisir","comb cases"
sisir,combs
"sisir dan spons","combs and sponges"
"sisir untuk hewan","combs for animals"
"sisir untuk hewan peliharaan","combs for pets"
"piring peringatan","commemorative plates"
"mangkuk kompos","compostable bowls"
"cangkir kompos","compostable cups"
"piring kompos","compostable plates"
"Dudukan wadah botol kecil, bukan dari logam mulia","cruet stands, not of precious metal"
"sikat kuda kawat","horse brushes of wire"
"sisir kuda","horse combs"
"sarung tangan perawatan kuda","horse grooming gloves"
"bulu kuda untuk pembuatan kuas","horsehair for brush-making"
"sikat rambut udara panas","hot air hair brushes"
"garpu memasak hotdog","hotdog cooking forks"
"hot pad [trivets]","hot pads [trivets]"
"peralatan rumah tangga dan dapur","household and kitchen utensils"
"kontainer rumah tangga","household containers"
"wadah rumah tangga untuk makanan","household containers for foods"
"mangkuk untuk mencampur bahan makanan","mixing bowls"
"Dispenser untuk kertas toilet","dispensers for toilet paper"
"tong sampah","garbage cans"
"tempat lilin",Candlesticks
"rel dan lingkaran untuk handuk","Rails and rings for towels"
"tangki akuarium dalam ruangan","Tanks (Indoor aquaria)"
"bak sampah","Bins (Dust -)"
"tempat sampah","Refuse bins"
"kain untuk membersihkan kacamata","cloths for cleaning eyeglasses"
"Pegangan untuk benang gigi","holders for dental floss"
"pegangan dan ujung untuk sikat gigi interdental","handles and tips for interdental brushes"
"Sendok saji dari plastik","serving spoons from plastic"
"Garpu saji dari plastik","Serving forks from plastic"
"baki sampah untuk hewan peliharaan rumah tangga","litter trays for household pets"
"tempat tissue","toilet tissue holders"
"mangkuk dari bahan organik (daun jati)",-
"gelas dari bahan organik (pelepah pinang)",-
sedotan,-
"Tempat untuk keperluan pembersih badan",-
"Tempat Spon",-
"Piring dari bahan organik (daun jati)",-
"Sedotan Lipat dari bahan logam",-
"Sikat pembersih sedotan",-
"Sikat Eyeliner","Eyeliner brushes"
"sikat untuk hewan peliharaan rumah tangga","brushes for household pets"
"Tepas Untuk Keperluan dapur",-
"Tempat sisir",-
"kain lap penghapus debu",-
"lap sintetis chamois",-
"wadah makanan dari bahan organik (pelepah pinang)",-
"Wadah makanan dan minuman untuk kegunaan rumah tangga dan untuk bepergian","Food and beverage containers for household and travel use"
"serat kaca untuk plastik penguat","glass fibers for reinforcing plastics"
"manik-manik penggilingan kaca untuk digunakan dalam penggilingan basah","glass grinding beads for use in wet milling"
"panci kaca","glass pans"
"sumbat gelas","glass stoppers"
"tabung kaca untuk digunakan dalam membuat tanda-tanda","glass tubing for use in making signs"
"bahan untuk pembuatan kuas","material for brush-making"
"Penjepit untuk menyajikan daging","meat serving tongs"
"panci portabel dari kaleng timah",mess-tins
"panci logam untuk ternak","metal pans for cattle"
"piring tahan microwave","microwave-proof dishes"
"penggiling untuk keperluan rumah tangga, dioperasikan dengan tangan","mills for household purposes, hand-operated"
"sarung tangan untuk memoles sepatu","mitts for polishing shoes"
"sarung tangan pengelupasan","exfoliating gloves"
"aplikator rias mata","eye make-up applicators"
"memberi makan palung untuk ternak","feeding troughs for cattle"
"patung-patung fiberglass","fiberglass figurines"
"piring kaca berpola, bukan untuk bangunan","figured plate glass, not for building"
"pemegang tusuk gigi","toothpick holders"
"layanan teh dari logam mulia","tea services of precious metal"
"Sikat pemulas mata","eye shadow brushes"
"piring untuk hidangan",-
"patung kecil (arca kecil) dari porselen",-
"Gelas, kotak makan siang dan wadah makanan","tumblers, lunchboxes and food containers"
"Wadah bedak wajah","cases for face powder"
"Sikat perona pipi","cheek brushes"
gelas,-
"peralatan pembersih yang dioperasikan secara manual",-
